main_publisher_slug	n_journals	main_publisher	name_variants
cercle-benelux-dhistoire-de-la-pharmacie	1	Cercle Benelux d'histoire de la pharmacie	1
cercle-francais-de-biologie-cellulaire	1	Cercle Francais De Biologie Cellulaire	1
cern-publishing	2	CERN Publishing	1
cerrahpasa-tip-fakultesi-psikiyatri-klinigi	1	Cerrahpasa Tip Fakultesi Psikiyatri Klinigi	1
ceser-publications	5	CESER Publications	1
ceska-akademie-verlag	4	Ceska Akademie Verlag	1
ceska-akademie-zemedelskych-ved	1	Ceska Akademie Zemedelskych Ved	1
ceska-botanicka-spolecnost-czech-botanical-society	1	Ceska Botanicka Spolecnost/Czech Botanical Society	1
ceska-geograficka-spolecnost	1	Ceska Geograficka Spolecnost	1
ceska-geologicka-sluzba-czech-geological-survey	4	Ceska Geologicka Sluzba/Czech Geological Survey	1
ceska-lekarska-spolecnost-j-e-purkyne-czech-medical-association	9	Ceska Lekarska Spolecnost J.E. Purkyne/Czech Medical Association	1
ceskoslovenska-lekarska-spolecnost	1	Ceskoslovenska Lekarska Spolecnost	1
cesky-statisticky-urad	1	Cesky Statisticky Urad	1
cetaps	1	CETAPS	1
ceu-ediciones	1	CEU Ediciones	1
cevre-koruma-ve-arastirma-vakfi	1	Cevre Koruma ve Arastirma Vakfi	1
ch-k-lamazhaa-rudn-university	1	Ch.K. Lamazhaa, RUDN University	1
chair-and-institute-of-history-of-the-medicine-university-of-valencia	1	Chair and Institute of History of the Medicine. University of Valencia	1
chaire-de-physio-pathologie-respiratoire-faculte-de-medicine-nancy	1	Chaire De Physio Pathologie Respiratoire Faculte De Medicine Nancy	1
chaire-de-recherche-du-canada-en-litterature-contemporaine	1	Chaire de recherche du Canada en litterature contemporaine	1
chalmers-tekniska-hoegskola	1	Chalmers Tekniska Hoegskola	1
chambers-of-geological-engineers-of-turkey	1	Chambers of Geological Engineers of Turkey	1
chandler-international-publications-ltd	1	Chandler International Publications Ltd.	1
chang-gung-memorial-hospital	1	Chang Gung Memorial Hospital	1
changan-university	2	Changan University	1
changchun-institute-of-optics-fine-mechanics-and-physics-chinese-academy-of-sciences	1	Changchun Institute of Optics, Fine Mechanics and Physics, Chinese Academy of Sciences	1
changjiang-kexueyuan	1	Changjiang Kexueyuan	1
changsha-university-of-science-and-technology	1	Changsha University of Science and Technology	1
chaoyang-university-of-technology	1	Chaoyang University of Technology	1
charis-pub-house	1	Charis Pub. House	1
charles-b-slack	1	Charles B Slack	1
charles-babbage-research-centre	3	Charles Babbage Research Centre	1
charles-c-thomas	2	Charles C. Thomas	1
charles-sturt-university	1	Charles Sturt University	1
charles-university	4	Charles University	1
charles-university-faculty-of-arts	4	Charles University, Faculty of Arts	1
chartered-institute-of-building	1	Chartered Institute of Building	1
chartered-institute-of-transport	1	Chartered Institute of Transport	1
chartered-institution-of-water-and-environmental-management	3	Chartered Institution of Water and Environmental Management	1
chartwell-group	1	Chartwell Group	1
chatham-press-for-the-international-psychosomatics-institute	1	Chatham Press for the International Psychosomatics Institute	1
chelonian-research-foundation	1	Chelonian Research Foundation	1
chelyabinsk-state-university	1	Chelyabinsk State University	1
chem-bio-informatics-society	1	Chem-Bio Informatics Society	1
chemic-publishing-co	1	Chemic Publishing Co.	1
chemical-engineering-department-bangladesh-university-of-engineering-and-technology	1	Chemical Engineering Department, Bangladesh University of Engineering and Technology	1
chemical-industry-and-engineering-society-of-china	2	Chemical Industry and Engineering Society of China	1
chemical-industry-press	4	Chemical Industry Press	1
chemical-society	11	Chemical Society	1
chemical-society-of-ethiopia	1	Chemical Society of Ethiopia	1
chemical-society-of-japan-nippon-kagakukai	3	Chemical Society of Japan/Nippon Kagakukai	1
chemical-society-of-pakistan	1	Chemical Society of Pakistan	1
chemical-week-associates	5	Chemical Week Associates	1
chemistry-and-industry-of-forest-products	1	Chemistry and Industry of Forest Products	1
chemistry-central	3	Chemistry Central	1
chemtech-publishing	1	Chemtech Publishing	1
chengdu-institute-of-biology-chinese-academy-of-sciences	1	Chengdu Institute of Biology, Chinese Academy of Sciences	1
chengdu-university-of-technology	2	Chengdu University of Technology	1
chevron-publishing-corporation	1	Chevron Publishing Corporation	1
chiang-mai-university	3	Chiang Mai University	1
chiang-mai-university-faculty-of-veterinary-medicine	1	Chiang Mai University - Faculty of Veterinary Medicine	1
chiba-medical-society	2	Chiba Medical Society	1
chiba-shi-research-society-of-physiological-anthropology	1	Chiba-Shi Research Society Of Physiological Anthropology	1
chicago-dental-society	2	Chicago Dental Society	1
chief-engineers-association-of-chicagoland	1	Chief Engineers Association of Chicagoland	1
child-health-alert-inc	1	Child Health Alert, Inc.	1
child-welfare-league-of-america-inc	1	Child Welfare League of America, Inc.	1
childrens-vaccine-initiative-cvi	1	Childrens Vaccine Initiative (Cvi)	1
chilton-co	2	Chilton Co.	1
chilton-publications	2	Chilton Publications	1
china-aerodynamics-r-d-center	3	China Aerodynamics R & D Center	1
china-aerospace-science-and-industry-corporation	1	China Aerospace Science and Industry Corporation	1
china-architecture-design-institute	1	China Architecture Design Institute	1
china-association-of-doctors	1	China Association of Doctors	1
china-civil-engineering-society	1	China Civil Engineering Society	1
china-coal-research-institute	1	China Coal Research Institute	1
china-coal-society	2	China Coal Society	1
china-educ-book-import-export-corp	1	China Educ Book Import Export Corp.	1
china-environmental-science-press	2	China Environmental Science Press	1
china-geological-survey	1	China Geological Survey	1
china-highway-and-transportation-society	1	China Highway and Transportation Society	1
china-institute-of-atomic-energy	1	China Institute of Atomic Energy	1
china-institute-of-communication	1	China Institute of Communication	1
china-int-publ-trading-corp	1	China Int Publ Trading Corp	1
china-international-book-trading-corp-zhongguo-guoji-tushu-maoyi-zonggongsi	6	China International Book Trading Corp./Zhongguo Guoji Tushu Maoyi Zonggongsi	1
china-machine-press	2	China Machine Press	1
china-medical-university	1	China Medical University	1
china-meteorological-press	2	China Meteorological Press	1
china-metrological-measuring-institute	1	China Metrological Measuring Institute	1
china-national-chemical-information-center	1	China National Chemical Information Center	1
china-national-publications-import-and-export-group-corporation	1	China National Publications Import and Export (Group) Corporation	1
china-national-rice-research-institute	2	China National Rice Research Institute	1
china-natl-publ-ind-trading-corp	1	China Natl Publ Ind Trading Corp	1
china-ocean-press	1	China Ocean Press	1
china-ordnance-industry-corp	1	China Ordnance Industry Corp.	1
china-ordnance-society	1	China Ordnance Society	1
china-petroleum-petro-chemical-equipment-industry-association	1	China Petroleum & Petro-Chemical Equipment Industry Association	1
china-pharmaceutical-university	3	China Pharmaceutical University	1
china-plastics-processing-industry-association	1	China Plastics Processing Industry Association	1
china-population-information-and-research-center	1	China Population Information and Research Center	1
china-population-information-center	1	China Population Information Center	1
china-research-inst-of-radiowave-propagation	1	China Research Inst of Radiowave Propagation	1
china-research-on-prevention-and-treatment	1	China Research on Prevention and Treatment	1
china-silk-association	1	China Silk Association	1
china-society-of-mineralogy-petrology-and-geochemistry-mineral-geochemistry-communications	1	China Society of Mineralogy, Petrology and Geochemistry, Mineral Geochemistry communications	1
china-synth-rubber-ind	1	China Synth Rubber Ind	1
china-textile-engineering-society	1	China Textile Engineering Society	1
china-textile-institute	2	China Textile Institute	1
china-university-of-geosciences	2	China University of Geosciences	1
china-university-of-geosciences-beijing-and-peking-university	1	China University of Geosciences (Beijing) and Peking University	1
china-university-of-mining-and-technology	1	China University of Mining and Technology	1
china-university-of-science-and-technology	1	China University of Science and Technology	1
china-water-power-press	1	China Water Power Press	1
chinese-academy-of-agricultural-sciences	4	Chinese Academy of Agricultural Sciences	1
chinese-academy-of-agriculture-sciences-editorial-department-of-journal-of-plant-nutrition-and-fertilizer	1	Chinese Academy of Agriculture Sciences,Editorial Department of Journal of Plant Nutrition and Fertilizer	1
chinese-academy-of-engineering-physics	1	Chinese Academy of Engineering Physics	1
chinese-academy-of-fishery-sciences	1	Chinese Academy of Fishery Sciences	1
chinese-academy-of-forestry	1	Chinese Academy of Forestry	1
chinese-academy-of-geological-sciences	1	Chinese Academy of Geological Sciences	1
chinese-academy-of-science-institute-of-electronics	1	Chinese Academy of Science, Institute of Electronics	1
chinese-academy-of-sciences	17	Chinese Academy of Sciences	1
chinese-academy-of-space-technology	1	Chinese Academy of Space Technology	1
chinese-agricultural-chemical-society	2	Chinese Agricultural Chemical Society	1
chinese-anticancer-association	2	Chinese Anticancer Association	1
chinese-association-for-cryptologic-research	1	Chinese Association for Cryptologic Research	1
chinese-association-of-the-integration-of-traditional-and-western-medicine-china-academy-of-traditional-chinese-medicine	1	Chinese Association of the Integration of Traditional and Western Medicine, China Academy of Traditional Chinese Medicine	1
chinese-automatic-control-society	1	Chinese Automatic Control Society	1
chinese-ceramic-society	2	Chinese Ceramic Society	1
chinese-chamber-of-commerce	1	Chinese Chamber of Commerce	1
chinese-chemical-society-and-peking-university	1	Chinese Chemical Society and Peking University	1
chinese-chemical-society-zhongguo-huaxuehui	1	Chinese Chemical Society/Zhongguo Huaxuehui	1
chinese-electronic-periodical-services	5	Chinese Electronic Periodical Services	1
chinese-general-practice	1	Chinese General Practice	1
chinese-heat-treatment-society	1	Chinese Heat Treatment Society	1
chinese-hydraulic-engineering-society	1	Chinese Hydraulic Engineering Society	1
chinese-institute-of-automation-engineers-ciae	1	Chinese Institute of Automation Engineers (CIAE)	1
chinese-institute-of-chemical-engineers	1	Chinese Institute of Chemical Engineers	1
chinese-institute-of-design	1	Chinese Institute of Design	1
chinese-institute-of-electronics	1	Chinese Institute of Electronics	1
chinese-institute-of-engineers	2	Chinese Institute of Engineers	1
chinese-institute-of-environmental-engineering-cienve	1	Chinese Institute of Environmental Engineering (CIEnvE)	1
chinese-institute-of-industrial-engineers	1	Chinese Institute of Industrial Engineers	1
chinese-journal-of-cancer-biotheraphy	1	Chinese Journal of Cancer Biotheraphy	1
chinese-journal-of-new-drugs-co-ltd	1	Chinese Journal of New Drugs Co. Ltd.	1
chinese-mechanical-engineering-society-of-heat-treatment	1	Chinese Mechanical Engineering Society of Heat Treatment	1
chinese-medical-association	25	Chinese Medical Association	1
chinese-medical-association-of-orthopedic-trauma	1	Chinese Medical Association of Orthopedic Trauma	1
chinese-medical-journal-publishing-house-co-ltd	3	Chinese Medical Journal Publishing House Co. Ltd	1
chinese-meteorological-society	1	Chinese Meteorological Society	1
chinese-pharmaceutical-association	1	Chinese Pharmaceutical Association	1
chinese-physical-society	2	Chinese Physical Society	1
chinese-physiology-society-chung-kuo-sheng-li-hsueh-hui	1	Chinese Physiology Society/Chung-kuo Sheng Li Hsueh Hui	1
chinese-shipbuilding-and-turbine-engineering-publication	1	Chinese shipbuilding and turbine engineering publication	1
chinese-society-for-quality	1	Chinese Society for Quality	1
chinese-society-of-aeronautics-and-astronautics	2	Chinese Society of Aeronautics and Astronautics	1
chinese-society-of-agricultural-engineering	1	Chinese Society of Agricultural Engineering	1
chinese-society-of-agricultural-machinery	1	Chinese Society of Agricultural Machinery	1
chinese-society-of-biomedical-engineering	1	Chinese Society of Biomedical Engineering	1
chinese-society-of-ecology	1	Chinese Society of Ecology	1
chinese-society-of-forestry-csf	1	Chinese Society of Forestry (CSF)	1
chinese-society-of-modern-technical-equipment	1	Chinese Society of Modern Technical Equipment	1
chinese-society-of-nonferrous-metal	1	Chinese Society of Nonferrous Metal	1
chinese-society-of-particuology-the-institute-of-process-engineering	1	Chinese Society of Particuology; The Institute of Process Engineering	1
chinese-society-of-power-engineering	2	Chinese Society of Power Engineering	1
chinese-soil-and-water-conservation-society	1	Chinese Soil and Water Conservation Society	1
chinese-university-press	1	Chinese University Press	1
chiriotti-editori-spa	2	Chiriotti Editori SpA	1
chiropractors-association-of-australia	1	Chiropractors' Association of Australia	1
chongging-yibiao-cailiao-yanjiusuo-chongqing-instrument-materials-research-institute	1	Chongging Yibiao Cailiao Yanjiusuo/Chongqing Instrument Materials Research Institute	1
chongqing-guangdian-jishu-yanjiusuo	1	Chongqing Guangdian Jishu Yanjiusuo	1
chongqing-shi-guangxue-jixie-yanjiusuo	1	Chongqing Shi Guangxue Jixie Yanjiusuo	1
chongqing-university-of-posts-and-telecommunications	1	Chongqing University of Posts and Telecommunications	1
chongqing-wujiu-periodicals-press	1	Chongqing Wujiu Periodicals Press	1
chongsusa	1	Chongsusa	1
