scopus_id	issn_type	issn	linking_issn
12739	print	1520-3247	1520-3247
12740	print	0732-118X	0732-118X
12741	print	0226-5923	0226-5923
12742	print	0017-0011	0017-0011
12743	print	1528-7386	1528-7386
12744	print	0391-9013	0391-9013
12745	print	0240-172X	0240-172X
12746	print	0264-1615	0264-1615
12747	print	1330-0091	1330-0091
12748	print	0112-109X	0112-109X
12749	electronic	1095-9297	1057-2317
12749	print	1057-2317	1057-2317
12751	print	0917-950X	0917-950X
12753	print	0219-1989	0219-1989
12754	print	1363-7681	1363-7681
12755	print	0955-6222	0955-6222
12756	print	1090-0578	1090-0578
12757	print	0029-1463	0029-1463
12759	electronic	1541-3764	0030-2228
12759	print	0030-2228	0030-2228
12760	electronic	1548-8446	0363-2415
12760	print	0363-2415	0363-2415
12761	print	1098-3597	1873-4480
12762	electronic	1365-2400	0969-997X
12762	print	0969-997X	0969-997X
12763	electronic	1741-5276	0267-5730
12763	print	0267-5730	0267-5730
12764	electronic	1741-5292	1468-4322
12764	print	1468-4322	1468-4322
12766	print	1028-6284	1028-6284
12767	print	0144-6657	0144-6657
12768	print	0261-510X	0261-510X
12769	print	1053-0819	1053-0819
12770	print	0007-0998	0007-0998
12772	print	1359-107X	1359-107X
12773	print	0007-1102	0007-1102
12775	print	0007-1269	0007-1269
12776	print	0144-6665	0144-6665
12780	electronic	1365-2419	1054-6006
12780	print	1054-6006	1054-6006
12781	print	0165-7836	0165-7836
12782	electronic	1572-9249	1380-7870
12782	print	1380-7870	1380-7870
12783	print	8750-9652	1934-4589
12785	print	1082-8419	1082-8419
12786	electronic	1444-2906	0919-9268
12786	print	0919-9268	0919-9268
12788	print	1478-7547	1478-7547
12789	print	0022-0175	0022-0175
12791	print	0099-1333	0099-1333
12792	print	0031-2789	0031-2789
12793	electronic	1532-7949	1078-1919
12793	print	1078-1919	1078-1919
12794	print	0022-0418	0022-0418
12795	electronic	1468-4233	0301-0066
12795	print	0301-0066	0301-0066
12796	electronic	1532-5962	0031-5117
12796	print	0031-5117	0031-5117
12797	electronic	1532-768X	1047-4412
12797	print	1047-4412	1047-4412
12798	electronic	1558-688x	
12798	print	0031-5125	0031-5125
12799	print	1146-5735	1146-5735
12800	print	0882-6404	0882-6404
12802	print	0090-0656	0090-0656
12803	print	1062-0656	1062-0656
12804	print	0001-253X	0001-253X
12805	print	1444-5530	1444-5530
12806	print	0249-9185	0249-9185
12807	print	0191-8869	0191-8869
12808	print	0022-0663	0022-0663
12809	electronic	1940-0675	0022-0671
12809	print	0022-0671	0022-0671
12810	print	1061-9321	1061-9321
12811	print	0146-1672	0146-1672
12812	electronic	1532-7957	1532-7957
12812	print	1088-8683	1532-7957
12813	print	0165-5515	0165-5515
12814	electronic	1077-5315	0022-0140
12815	electronic	1466-4437	0268-3962
12815	print	0268-3962	0268-3962
12816	electronic	1527-2060	0021-3667
12816	print	0021-3667	0021-3667
12817	print	0031-5826	0031-5826
12818	print	0377-0265	0377-0265
12819	print	0008-400X	0008-400X
12820	print	0713-3936	0713-3936
12821	print	1196-1961	1196-1961
12822	print	1061-1932	1061-1932
12823	print	1188-4517	1188-4517
12824	electronic	1465-394X	0951-5089
12824	print	0951-5089	0951-5089
12825	print	0708-5591	0708-5591
12826	electronic	2167-6437	0022-2984
12826	print	0022-2984	0022-2984
12827	print	1090-655X	1090-655X
12828	print	0199-0039	0199-0039
12831	electronic	1804-6436	0009-062X
12831	print	0009-062X	0009-062X
12833	print	0734-2829	0734-2829
12834	electronic	1467-9817	0141-0423
12834	print	0141-0423	0141-0423
12837	electronic	1435-926X	0026-1335
12837	print	0026-1335	0026-1335
12838	print	0026-1424	0026-1424
12840	electronic	1545-228X	0731-7107
12840	print	0731-7107	0731-7107
12841	print	1096-4037	1096-4037
12844	electronic	1468-2850	0969-5893
12844	print	0969-5893	0969-5893
12846	print	1021-0989	1021-0989
12847	print	0748-8157	0748-8157
12849	print	0899-5893	0899-5893
12852	electronic	1099-0879	1063-3995
12852	print	1063-3995	1063-3995
12853	print	0363-7751	0363-7751
12854	print	0272-7358	0272-7358
12855	electronic	1360-0486	0305-0068
12855	print	0305-0068	0305-0068
12856	electronic	1545-701X	0010-4086
12856	print	0010-4086	0010-4086
12857	print	0010-0277	0010-0277
12858	electronic	1464-0600	0269-9931
12858	print	0269-9931	0269-9931
12859	electronic	1532-690X	0737-0008
12859	print	0737-0008	0737-0008
12860	print	0305-7925	0305-7925
12862	print	1094-4087	1094-4087
12863	electronic	1539-4794	0146-9592
12863	print	0146-9592	0146-9592
12865	print	0731-1230	0731-1230
12866	electronic	1531-135X	1530-7026
12866	print	1530-7026	1530-7026
12867	print	1077-7229	1077-7229
12868	electronic	1651-2316	1650-6073
12868	print	1650-6073	1650-6073
12869	print	0885-2014	0885-2014
12870	electronic	1464-0619	1354-6805
12870	print	1354-6805	1354-6805
12871	print	0097-6326	0097-6326
12872	electronic	1095-5623	0010-0285
12872	print	0010-0285	0010-0285
12874	print	0364-0213	0364-0213
12877	print	0340-9961	0340-9961
12878	electronic	1520-5002	0897-4756
12878	print	0897-4756	0897-4756
12879	print	0079-6638	0079-6638
12880	print	0368-1653	0368-1653
12881	electronic	1544-4546	0163-9269
12881	print	0163-9269	0163-9269
12882	electronic	1090-2384	0361-476X
12882	print	0361-476X	0361-476X
12883	print	0110-6465	0110-6465
12885	print	0113-7492	0113-7492
12886	print	1389-0417	1389-0417
12887	electronic	1573-2819	0147-5916
12887	print	0147-5916	0147-5916
12888	print	1004-9541	1004-9541
12889	print	1007-7812	1007-7812
12891	electronic	1520-6378	0361-2317
12891	print	0361-2317	0361-2317
12892	print	1020-4067	1020-4067
12893	electronic	1573-8345	0010-5082
12893	print	0010-5082	0010-5082
12894	print	1000-8713	1000-8713
12895	print	0010-2199	0010-2199
12897	print	0924-8625	0924-8625
12898	print	0261-2194	0261-2194
12899	electronic	1532-2289	0038-7010
12899	print	0038-7010	0038-7010
12900	electronic	1568-5551	1385-772X
12900	print	1385-772X	1385-772X
12901	electronic	1556-1534	0342-4111
12901	print	0342-4111	0342-4111
12902	print	0969-1855	0969-1855
12903	print	1063-9535	1063-9535
12904	print	0887-3593	0887-3593
12906	print	1060-9857	1060-9857
12907	print	0011-3131	0011-3131
12908	print	1478-1336	1478-1336
12909	electronic	1099-1743	1092-7026
12909	print	1092-7026	1092-7026
12911	print	0147-7447	0147-7447
12913	print	0130-5395	0130-5395
12914	print	1000-6788	1000-6788
12915	print	0265-9646	0265-9646
12916	print	1618-7229	1618-7229
12917	print	1000-372X	1000-372X
12918	print	0258-7025	0258-7025
12919	print	0014-2875	0014-2875
12920	print	0270-5117	0270-5117
12921	electronic	1438-9312	1438-7697
12921	print	1438-7697	1438-7697
12922	electronic	1562-6865	1063-7710
12922	print	1063-7710	1063-7710
12923	print	0375-0183	0375-0183
12924	print	0473-4378	0473-4378
12925	electronic	1432-1939	0029-8549
12925	print	0029-8549	0029-8549
12926	print	1210-3209	1210-3209
12927	print	1509-3492	1509-3492
12928	print	0324-8569	0324-8569
12929	print	0011-4227	0011-4227
12930	print	0030-154X	0030-154X
12931	electronic	1087-6553	0196-9722
12931	print	0196-9722	0196-9722
12932	electronic	2570-9461	1211-3778
12932	print	1211-3778	1211-3778
12933	electronic	1573-8337	1060-0396
12933	print	1060-0396	1060-0396
12934	print	0916-801X	0916-801X
12935	electronic	1347-5177	0369-4232
12935	print	1346-3969	0369-4232
12936	electronic	1520-8524	0001-4966
12936	print	0001-4966	0001-4966
12937	print	0038-6340	0038-6340
12938	print	0308-437X	0308-437X
12939	print	0140-1599	0140-1599
12940	print	1529-7853	1529-7853
12941	print	1610-1928	1861-9959
12942	print	0015-1882	0015-1882
12943	print	0320-7919	0320-7919
12944	print	1043-2558	1043-2558
12946	print	0003-682X	0003-682X
12947	print	0137-5075	0137-5075
12948	electronic	2567-5818	1019-1291
12948	print	1019-1291	1019-1291
12949	print	0889-5899	0889-5899
12950	print	1045-4241	1045-4241
12951	print	0475-1450	0475-1450
12952	print	1083-4427	1083-4427
12953	print	0078-5326	0078-5326
12954	print	0992-5945	0992-5945
12955	print	1083-4419	1083-4419
12956	print	1439-6092	1439-6092
12957	print	1094-6977	1094-6977
12958	electronic	0949-2925	0178-3564
12958	print	0178-3564	0178-3564
12959	electronic	1573-0875	0169-6149
12959	print	0169-6149	0169-6149
12960	electronic	1095-9300	1071-5819
12960	print	1071-5819	1071-5819
12961	print	1064-2307	1064-2307
12962	electronic	2191-026X	0334-1860
12962	print	0334-1860	0334-1860
12963	electronic	1573-7136	1380-6653
12963	print	1380-6653	1380-6653
12964	electronic	1573-7179	0924-865X
12964	print	0924-865X	0924-865X
12965	print	0932-0784	0932-0784
12966	electronic	2309-9097	0577-9073
12966	print	0577-9073	0577-9073
12968	print	1000-7555	1000-7555
12969	print	1003-9015	1003-9015
12970	print	0044-4510	0044-4510
12971	print	0711-6659	0711-6659
12974	print	0009-6881	0009-6881
12975	print	0939-3625	0939-3625
12977	electronic	1545-7885	1544-9173
12977	print	1544-9173	1544-9173
12978	electronic	1545-0066	1090-3127
12978	print	1090-3127	1090-3127
12979	print	0096-3070	0096-3070
12981	print	0368-492X	0368-492X
12982	print	0309-3646	0309-3646
12984	electronic	1432-1769	0932-8092
12984	print	0932-8092	0932-8092
12985	print	1576-0316	1576-0316
12986	print	0278-6419	0278-6419
12987	print	0137-0782	0137-0782
12988	print	0187-5337	0187-5337
12989	print	0102-3616	0102-3616
12990	print	0031-5362	0031-5362
12991	electronic	1290-3868	0399-0559
12991	print	0399-0559	0399-0559
12993	print	0023-5334	0023-5334
12995	print	1345-868X	1345-868X
12996	print	1053-5888	1053-5888
12997	print	0193-4120	0193-4120
12998	print	0885-3010	0885-3010
12999	print	0016-1128	0016-1128
13000	print	1009-606X	1009-606X
13002	print	0145-7632	0145-7632
13003	print	1552-4884	1552-4884
13004	print	1552-4906	1552-4906
13005	electronic	2048-4046	1461-3484
13005	print	1461-3484	1461-3484
13006	electronic	1447-073X	1447-073X
13006	print	1447-6959	1447-073X
13007	print	0003-2778	0003-2778
13008	print	0482-5985	0482-5985
13009	print	0003-3898	0003-3898
13010	print	0242-6498	0242-6498
13011	print	0035-1040	0035-1040
13012	electronic	1290-385X	0988-3754
13012	print	0988-3754	0988-3754
13013	print	0003-4746	0003-4746
13014	print	0015-6361	0015-6361
13016	print	0970-0153	0970-0153
13017	print	1571-0645	1571-0645
13018	print	0373-2568	0373-2568
13019	print	1343-0874	1343-0874
13020	print	0015-704X	0015-704X
13021	print	1045-4527	1045-4527
13022	print	0199-4646	0199-4646
13023	print	1040-7383	1040-7383
13024	print	0324-721X	0324-721X
13026	print	1006-3080	1006-3080
13027	print	1001-4055	1001-4055
13028	print	1346-4523	1346-4523
13029	print	0047-5955	0047-5955
13030	electronic	1095-8568	0022-460X
13030	print	0022-460X	0022-460X
13032	print	0254-6094	0254-6094
13033	print	0324-8313	0324-8313
13034	print	1077-5463	1077-5463
13035	electronic	1464-5033	0301-4460
13035	print	0301-4460	0301-4460
13037	electronic	1545-4274	1523-9829
13037	print	1523-9829	1523-9829
13038	print	0009-8876	0009-8876
13039	print	0387-8961	0387-8961
13040	electronic	1365-2079	0954-1020
13040	print	0954-1020	0954-1020
13041	electronic	1365-3040	0140-7791
13041	print	0140-7791	0140-7791
13042	electronic	1573-5028	0167-4412
13042	print	0167-4412	0167-4412
13043	electronic	1573-5125	1386-2588
13043	print	1386-2588	1386-2588
13044	print	0362-5915	0362-5915
13045	electronic	1095-9890	0147-619X
13045	print	0147-619X	0147-619X
13046	print	0003-9136	0003-9136
13047	electronic	1369-1635	0953-7104
13047	print	0953-7104	0953-7104
13048	electronic	1432-2056	0722-4060
13048	print	0722-4060	0722-4060
13049	print	1233-9687	1233-9687
13051	electronic	1475-990X	1473-9879
13051	print	1473-9879	1473-9879
13052	print	0956-9944	0956-9944
13053	electronic	1538-9685	1099-8128
13053	print	1099-8128	1099-8128
13054	print	0361-0853	0361-0853
13055	electronic	0975-007X	0019-4506
13055	print	0019-4506	0019-4506
13056	print	0957-4565	0957-4565
13057	electronic	1520-5045	0888-5885
13057	print	0888-5885	0888-5885
13058	print	0210-2064	0210-2064
13059	print	1000-3630	1000-3630
13060	print	0079-6263	0079-6263
13061	print	0371-0025	0371-0025
13062	print	0969-9260	0969-9260
13064	print	0004-0436	0004-0436
13065	print	1365-7852	1365-7852
13068	print	0362-2436	0362-2436
13069	electronic	1099-1611	1057-9249
13069	print	1057-9249	1057-9249
13070	print	1529-9430	1529-9430
13072	print	0080-0015	0080-0015
13073	print	1062-8592	1062-8592
13074	print	0079-6603	0079-6603
13075	print	0213-8573	0213-8573
13076	print	1434-4610	1434-4610
13077	print	0885-9698	0885-9698
13079	print	0244-6014	0244-6014
13081	print	0166-6010	0166-6010
13082	electronic	1563-5147	1024-123X
13082	print	1024-123X	1024-123X
13083	print	0499-9320	0499-9320
13086	print	0307-0492	0307-0492
13087	print	0020-3351	0020-3351
13088	print	1546-542X	1546-542X
13089	electronic	1563-5341	1023-666X
13089	print	1023-666X	1023-666X
13090	print	1531-1074	1557-8070
13093	electronic	1539-7718	0033-5770
13093	print	0033-5770	0033-5770
13094	print	0038-0830	0038-0830
13096	print	1741-7007	1741-7007
13097	print	0373-6245	0373-6245
13098	electronic	0770-7576	0770-7576
13098	print	0583-8622	
13100	electronic	1550-2449	0164-2340
13100	print	0164-2340	0164-2340
13101	print	0366-3272	0366-3272
13102	print	1030-0481	1030-0481
13104	electronic	1549-6929	0038-366X
13104	print	0038-366X	0038-366X
13105	print	0733-4249	0733-4249
13106	print	0002-8711	0002-8711
13107	print	1545-5556	1545-5556
13108	print	0733-4230	0733-4230
13109	print	0948-0382	0948-0382
13110	print	0250-6882	0250-6882
13112	print	0026-3982	0026-3982
13113	print	0042-4455	0042-4455
13114	print	1471-213X	1471-213X
13115	print	1472-6785	1472-6785
13116	print	1471-2199	1471-2199
13118	electronic	1369-1643	1357-714X
13118	print	1357-714X	1357-714X
13119	print	1472-6807	1472-6807
13120	print	0093-7754	0093-7754
13121	print	1053-4296	1053-4296
13122	print	0090-7944	0090-7944
13123	print	0871-2549	0871-2549
13124	electronic	1552-8324	1524-8380
13124	print	1524-8380	1524-8380
13126	print	0753-7417	0753-7417
13129	electronic	1433-044X	0177-5537
13129	print	0177-5537	0177-5537
13130	electronic	1573-7578	0926-8782
13130	print	0926-8782	0926-8782
13131	print	0010-1923	0010-1923
13134	print	1211-1074	1211-1074
13135	print	1575-4723	1575-4723
13137	print	0287-0517	0287-0517
13138	electronic	1468-0483	0016-8777
13138	print	0016-8777	0016-8777
13139	print	1120-9763	1120-9763
13140	electronic	1478-6729	0193-936X
13140	print	0193-936X	0193-936X
13142	print	0016-8904	0016-8904
13143	print	0010-1958	0010-1958
13145	print	0003-1453	0003-1453
13146	print	0090-5542	0090-5542
13147	electronic	1433-7339	0941-4355
13147	print	0941-4355	0941-4355
13148	print	1369-2607	1369-2607
13149	print	0960-7404	0960-7404
13150	electronic	1524-475X	1067-1927
13150	print	1067-1927	1067-1927
13151	electronic	1465-7279	1045-2249
13151	print	1045-2249	1045-2249
13152	print	1055-3207	1055-3207
13153	print	1044-7946	1044-7946
13154	print	1538-1242	1538-1242
13155	electronic	1438-941X	0044-3220
13155	print	0044-3220	0044-3220
13156	print	0081-9808	0081-9808
13157	print	1439-670X	1439-670X
13158	print	1533-0346	1533-0338
13159	print	0033-6041	0033-6041
13160	print	0081-9980	0081-9980
13161	print	0305-8018	0305-8018
13162	print	0040-3741	0040-3741
13163	electronic	1525-5069	1525-5050
13163	print	1525-5050	1525-5050
13164	electronic	1469-3534	0306-9885
13164	print	0306-9885	0306-9885
13165	print	1300-199X	1300-199X
13168	print	0003-049X	0003-049X
13170	electronic	1423-0380	1010-4283
13170	print	1010-4283	1010-4283
13171	print	1342-4815	1342-4815
13172	print	0041-4093	0041-4093
13173	electronic	1439-1279	0722-219X
13173	print	0722-219X	0722-219X
13174	electronic	1521-1878	0265-9247
13174	print	0265-9247	0265-9247
13175	print	0300-8916	0300-8916
13176	electronic	1467-9663	0040-747X
13176	print	0040-747X	0040-747X
13177	print	1019-3103	1019-3103
13178	electronic	1467-9671	1361-1682
13178	print	1361-1682	1361-1682
13180	electronic	1532-8503	1051-2276
13180	print	1051-2276	1051-2276
13182	print	0079-6530	0079-6530
13182	print	0149-1970	0149-1970
13183	print	1001-4322	1001-4322
13184	print	0010-4655	0010-4655
13185	print	1521-9615	1521-9615
13187	print	0266-688X	0266-688X
13188	print	0919-0805	0919-0805
13189	print	0218-396X	0218-396X
13191	electronic	1090-2716	0021-9991
13191	print	0021-9991	0021-9991
13192	print	0033-8451	0033-8451
13193	print	0014-1755	0014-1755
13194	print	0889-4019	0889-4019
13195	print	1005-9830	1005-9830
13196	electronic	1741-5233	1468-4349
13196	print	1468-4349	1468-4349
13197	print	0899-7640	0899-7640
13198	print	1049-510X	1049-510X
13200	print	1054-4887	1054-4887
13201	print	1081-1680	1081-1680
13202	electronic	1521-0758	0191-3123
13202	print	0191-3123	0191-3123
13203	electronic	1527-9464	1043-898X
13203	print	1043-898X	1043-898X
13205	print	1078-1439	1078-1439
13206	electronic	1477-2795	1477-2795
13206	print	1561-0950	1477-2795
13207	print	0507-3758	0507-3758
13208	print	1539-7890	1539-7890
13209	print	1136-4890	1136-4890
13210	electronic	1365-2362	0014-2972
13210	print	0014-2972	0014-2972
13212	print	0960-135X	0960-135X
13213	electronic	1573-7284	0393-2990
13213	print	0393-2990	0393-2990
13214	print	1381-4788	1381-4788
13215	print	0557-7721	0557-7721
13216	print	1056-9170	1056-9170
13217	electronic	1439-6637	1439-3972
13217	print	1618-7598	1618-7598
13218	print	1001-5868	1001-5868
13220	electronic	1571-8093	0929-0273
13220	print	0929-0273	0929-0273
13221	electronic	2047-783X	0949-2321
13221	print	0949-2321	0949-2321
13222	print	1090-3801	1090-3801
13223	print	1128-3602	1128-3602
13224	print	1357-731X	1357-731X
13225	print	1001-1609	1001-1609
13227	print	0884-3848	0884-3848
13228	print	1476-0274	1476-0274
13229	print	1075-2994	
13230	print	1473-3404	1473-3404
13231	print	1477-7819	1477-7819
13234	print	1000-8179	1000-8179
13235	print	0253-3766	0253-3766
13236	print	0188-4611	0188-4611
13239	print	1613-4125	1613-4125
13241	electronic	1590-3729	0939-4753
13241	print	0939-4753	0939-4753
13242	print	0163-2787	0163-2787
13243	electronic	1528-4204	0009-2002
13243	print	0009-2002	0009-2002
13244	electronic	1473-6810	1356-5524
13244	print	1356-5524	1356-5524
13247	electronic	1096-0945	0014-4800
13247	print	0014-4800	0014-4800
13248	print	0940-2993	0940-2993
13249	print	0362-546X	0362-546X
13250	print	1471-2598	1471-2598
13251	print	0369-9420	0369-9420
13254	print	0032-9940	0032-9940
13255	print	0006-3185	0006-3185
13256	electronic	1090-2112	1049-9644
13256	print	1049-9644	1049-9644
13257	electronic	1573-1464	1387-3547
13257	print	1387-3547	1387-3547
13258	electronic	1600-0420	1395-3907
13258	print	1395-3907	1395-3907
13259	print	1395-3931	1395-3931
13260	electronic	0717-6287	0716-9760
13260	print	0716-9760	0716-9760
13261	print	0300-9440	0300-9440
13264	print	0929-1016	0929-1016
13265	electronic	1528-3933	1091-8531
13265	print	1091-8531	1091-8531
13266	print	0002-9394	0002-9394
13268	print	1088-8438	1088-8438
13270	print	1422-7584	1422-7584
